-0.11111111111111116,3.5,0,45202585708054939515018304.029379942491784541542962368767133983813049308043064145849942179236669164232366859424293022780385369958886080448695016619387459633251262045096672813176979256884282363335514021747713060668728063868874224994679925692389068134752070860837578927076512311055165171802671661952517929690103001729671092087398700072222992763103278693509832712980824327218910793641149605681959574790136676021923002774304679579
-0.11111111111111116,3.5,1,1587049820871533961696493.6162912335523192731499379732298375669634026936224083653333228157500595494605000170634555485591029352879428413017979813628158178008488148012264655313976475546683209650174927525353755719548533020065151106415781465413829417177835584889878184182603248394760147871966351546319677070218814085098567813598453515476534046579829522983408626243244057654846328756117047468748793653169645732061795666602912503996
-0.11111111111111116,3.5,2,138527277742331904473620.80308981844786772836840807714014908481795147009811208374160951974488952547629291767508937097204620244057966810981401200041086482915999395305930361161228787989007163659696191772480731174631495571902348159005837270764346815243968363985242112589596472835084429409648298871052366997795137722146576805527066030692197445433620535142890995423859743219612842098479070717832126905943946116153458688572093381477
-0.11111111111111116,3.5,3,13061059621446240574480.141257173167215096393505367468031351142211782705585916956159089685437015474844567257436464103196313335456606124338772261142525090435495727074067873008116971409353527402389705557537673483762816199725834497968857016041088752067590406191887976677028593656674854272503405794600138731195474593770441344959424618187540052740814213250711401372106775465542767214591935231872467004640466717690557555136130432227
-0.11111111111111116,3.5,4,1268792151944722561135.3449155827379522882240650877414357421824616249540375629036760422759163489225907319804616754907502312510820883797020615115302080728418066192841602511957212071571292191640342895489717672625569078114352985863394659862322073762200672758483252461533917648492843221179762030520642900209858809422359053062890261078337606235522987418256972835500818117258537368612835980266878670474654912103982500741547727057462
-0.11111111111111116,3.5,5,125007847336327505022.7124104209732044530747328078674351627726290709535827412551420892100353330428596882880452932626318508165935306345209893520129767447664869415805042638194815261091446613912991036721499506834366302107999569568362573910189736356334889737220061737841136073466425166832007556787110868892873076423066941091170264788974065177016604724489231142597695457484733867684492320878237582624189165375218366570107924590401
-0.11111111111111116,3.5,6,12406249687381122895.586823410344510378019219273426399913200076156057829177869778305468501584538067517641800367906185837117209054190097569431177682433798817777983588848852869968082854542501821792842528541269166639653014099088769344601649269782707357859332140959760338987643689379733793949917896026440404294976521495118682506250807472415968625017548147506821740656740748740366959607424655500610392441600814964561753122792373596
-0.11111111111111116,3.5,7,1236050454606023639.2562420653268846317197468785168089828341965877691775529307876503404815165090370289434229704240597098315013918263871984334271391816466312123100721128422738112403805448424878423249649838244122860831871136290785946106746739429513319757130179679564388258317218647331816068128560682526120372226983090235481559558086328980663065768711515572967744159840708505328723421439184704234806349118166086993248352895407506
-0.11111111111111116,3.5,8,123412505083474992.18724174079231040082953473574598229043956880302564542717335244176173127480760186692130456918184961042984142939451024741050109605628165293314768666998943054578109551409088443547058892210555254261809716286299278752590002322257343109773979914507863765500553167667057617517677026568416701151051301524843469589844703929364946172356317277354079018087780520383539146485789995318736616729894415932838554911844786635
-0.11111111111111116,3.5,9,12336619758377028.470270013864348613288389238897260027786935623148881185361342491124887434935776968980141123439961778691446703723998884286987287422859011315366114243222493554407722047509149834592346420822059198561747704046648481237403290454689836042098810518430060914271459788031927649740341603253033737645499494703277650133669385918800438183668234035998118819740463629553511716532528627227326469076266486300266305846372575134
